id,idno,title,nation,authoring_entity,year_start,year_end,created,changed
703,KOR_2017_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)","Republic of Korea","FAO Statistics Division",2017,2017,Jul-03-19,Jul-03-19
610,EGY_2018_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Egypt,"FAO Statistics Division",2018,2018,Jul-03-19,Jul-03-19
857,UKR_2018_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Ukraine,"FAO Statistics Division",2018,2018,Jul-03-19,Jul-03-19
667,HND_2018_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Honduras,"FAO Statistics Division",2018,2018,Jul-03-19,Jul-03-19
546,ARM_2018_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Armenia,"FAO Statistics Division",2018,2018,Jul-03-19,Jul-03-19
1437,ARM_2005_ILCS_v01_EN_M_v01_A_OCS,"Integrated Living Conditions Survey 2005",Armenia,"National Statistical Service",2005,2005,Sep-29-20,Sep-29-20
683,ITA_2017_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Italy,"FAO Statistics Division",2017,2017,Jul-03-19,Jul-03-19
1498,LSO_2017-2018_CGP-SPRINGS_v01_EN_M_v01_A_OCS,"Impact Evaluation of the Lesotho Child Grants Programme and the Sustainable Poverty Reduction through Income, Nutrition and access to Government Services project",Lesotho,"Silvio Daidone, Noemi Pace, Ervin Prifti, Spatial Intelligence",2017,2018,Oct-14-20,Oct-14-20
588,CMR_2018_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Cameroon,"FAO Statistics Division",2018,2018,Jul-03-19,Jul-03-19
558,AUT_2018_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Austria,"FAO Statistics Division",2018,2018,Jul-03-19,Jul-03-19
601,DNK_2018_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Denmark,"FAO Statistics Division",2018,2018,Jul-03-19,Jul-03-19
615,ESP_2018_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Spain,"FAO Statistics Division",2018,2018,Jul-03-19,Jul-03-19
829,SLV_2017_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)","El Salvador","FAO Statistics Division",2017,2017,Jul-03-19,Jul-03-19
654,GTM_2018_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Guatemala,"FAO Statistics Division",2018,2018,Jul-03-19,Jul-03-19
753,NER_2018_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Niger,"FAO Statistics Division",2018,2018,Jul-03-19,Jul-03-19
1509,GHA_1987-1988_LSS_v01_EN_M_v01_A_OCS,"Living Standards Survey 1987-1988",Ghana,"Ghana Statistical Service (GSS)",1987,1988,Oct-15-20,Oct-15-20
573,BIH_2017_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)","Bosnia and Herzegovina","FAO Statistics Division",2017,2017,Jul-03-19,Jul-03-19
1540,CIV_1988-1989_LSS-W4_v01_EN_M_v01_A_OCS,"Living Standards Survey 1988-1989, Wave 4 Panel","Côte d'Ivoire","Direction de la Statistique",1988,1989,Oct-23-20,Oct-23-20
598,CZE_2018_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Czechia,"FAO Statistics Division",2018,2018,Jul-03-19,Jul-03-19
592,CRI_2018_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)","Costa Rica","FAO Statistics Division",2018,2018,Jul-03-19,Jul-03-19
578,BWA_2018_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Botswana,"FAO Statistics Division",2018,2018,Jul-03-19,Jul-03-19
649,GMB_2017_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Gambia,"FAO Statistics Division",2017,2017,Jul-03-19,Jul-03-19
778,POL_2018_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Poland,"FAO Statistics Division",2018,2018,Jul-03-19,Jul-03-19
664,HRV_2018_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Croatia,"FAO Statistics Division",2018,2018,Jul-03-19,Jul-03-19
832,SWZ_2018_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Eswatini,"FAO Statistics Division",2018,2018,Jul-03-19,Jul-03-19
582,CHE_2018_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Switzerland,"FAO Statistics Division",2018,2018,Jul-03-19,Jul-03-19
759,MOZ_2018_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Mozambique,"FAO Statistics Division",2018,2018,Jul-03-19,Jul-03-19
569,BEL_2017_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Belgium,"FAO Statistics Division",2017,2017,Jul-03-19,Jul-03-19
559,BGR_2018_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Bulgaria,"FAO Statistics Division",2018,2018,Jul-03-19,Jul-03-19
876,FIN_2017_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Finland,"FAO Statistics Division",2017,2017,Jul-10-19,Jul-10-19
757,MUS_2017_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Mauritius,"FAO Statistics Division",2017,2017,Jul-03-19,Jul-03-19
853,SGP_2018_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Singapore,"FAO Statistics Division",2018,2018,Jul-03-19,Jul-03-19
860,RUS_2016_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)","Russian Federation","FAO Statistics Division",2016,2016,Jul-03-19,Jul-03-19
632,FRA_2018_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",France,"FAO Statistics Division",2018,2018,Jul-03-19,Jul-03-19
1533,CHN_1995-1997_LSS_v01_EN_M_v01_A_OCS,"Living Standards Survey 1995 -1997",China,"Research Centre for Rural Economy, The World Bank",1995,1997,Oct-22-20,Oct-22-20
653,GRC_2018_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Greece,"FAO Statistics Division",2018,2018,Jul-03-19,Jul-03-19
717,LSO_2017_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Lesotho,"FAO Statistics Division",2017,2017,Jul-03-19,Jul-03-19
852,TGO_2018_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Togo,"FAO Statistics Division",2018,2018,Jul-03-19,Jul-03-19
822,TJK_2018_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Tajikistan,"FAO Statistics Division",2018,2018,Jul-03-19,Jul-03-19
602,DEU_2017_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Germany,"FAO Statistics Division",2017,2017,Jul-03-19,Jul-03-19
644,GIN_2018_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Guinea,"FAO Statistics Division",2018,2018,Jul-03-19,Jul-03-19
724,LVA_2018_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Latvia,"FAO Statistics Division",2018,2018,Jul-03-19,Jul-03-19
1010,IND_2003_LLHS-W2_v01_EN_M_v01_A_OCS,"Land and Livestock Holding Survey (Visit 2), 2003",India,"National Sample Survey Office",2003,2003,Apr-14-20,Apr-14-20
622,EST_2018_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Estonia,"FAO Statistics Division",2018,2018,Jul-03-19,Jul-03-19
848,SWE_2017_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Sweden,"FAO Statistics Division",2017,2017,Jul-03-19,Jul-03-19
705,LBR_2017_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Liberia,"FAO Statistics Division",2017,2017,Jul-03-19,Jul-03-19
738,MKD_2018_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)","North Macedonia","FAO Statistics Division",2018,2018,Jul-03-19,Jul-03-19
773,NPL_2018_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Nepal,"FAO Statistics Division",2018,2018,Jul-03-19,Jul-03-19
681,ISL_2015_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Iceland,"FAO Statistics Division",2015,2016,Jul-03-19,Jul-03-19
751,NAM_2017_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Namibia,"FAO Statistics Division",2017,2017,Jul-03-19,Jul-03-19
669,HUN_2018_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Hungary,"FAO Statistics Division",2018,2018,Jul-03-19,Jul-03-19
830,SVK_2018_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Slovakia,"FAO Statistics Division",2018,2018,Jul-03-19,Jul-03-19
671,IRL_2018_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Ireland,"FAO Statistics Division",2018,2018,Jul-03-19,Jul-03-19
532,AFG_2017_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Afghanistan,"FAO Statistics Division",2017,2017,Jul-03-19,Jul-03-19
1438,TAJ_2009_LSS-W4_v01_EN_M_v01_A_OCS,"Living Standards Survey 2009",Tajikistan,"State Statistical Agency",2009,2009,Sep-29-20,Sep-29-20
771,NOR_2017_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Norway,"FAO Statistics Division",2017,2017,Jul-03-19,Jul-03-19
799,ROU_2018_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Romania,"FAO Statistics Division",2018,2018,Jul-03-19,Jul-03-19
747,MNG_2018_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Mongolia,"FAO Statistics Division",2018,2018,Jul-03-19,Jul-03-19
1499,KEN_2004_GEHDS-W1_v01_EN_M_v01_A_OCS,"Greater Eldoret Health and Development Survey, Wave 1, 2004",Kenya,"Markus Goldstein and Harsha Thirumurthy",2004,2004,Oct-14-20,Oct-14-20
686,ISR_2018_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Israel,"FAO Statistics Division",2018,2018,Jul-03-19,Jul-03-19
680,ISL_2017_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Iceland,"FAO Statistics Division",2017,2017,Jul-03-19,Jul-03-19
721,LUX_2017_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Luxembourg,"FAO Statistics Division",2017,2017,Jul-03-19,Jul-03-19
741,MNE_2017_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Montenegro,"FAO Statistics Division",2017,2017,Jul-03-19,Jul-03-19
1477,UGA_2015_SHS_v01_EN_M_v01_A_OCS,"Smallholder Household Survey - CGAP, 2015",Uganda,"Jamie Anderson",2015,2015,Oct-12-20,Oct-12-20
814,SLV_2018_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)","El Salvador","FAO Statistics Division",2018,2018,Jul-03-19,Jul-03-19
736,MDA_2018_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)","Republic of Moldova","FAO Statistics Division",2018,2018,Jul-03-19,Jul-03-19
1416,ETH_2013_LSER_v01_EN_M_v01_A_OCS,"Land and Soil Experimental Research 2013",Ethiopia,"Central Statistical Agency of Ethiopia",2013,2013,Sep-23-20,Sep-23-20
638,GEO_2018_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Georgia,"FAO Statistics Division",2018,2018,Jul-03-19,Jul-03-19
777,NZL_2017_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)","New Zealand","FAO Statistics Division",2017,2017,Jul-03-19,Jul-03-19
789,PRT_2018_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Portugal,"FAO Statistics Division",2018,2018,Jul-03-19,Jul-03-19
803,SLE_2017_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)","Sierra Leone","FAO Statistics Division",2017,2017,Jul-03-19,Jul-03-19
825,ZAF_2018_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)","South Africa","FAO Statistics Division",2018,2018,Jul-03-19,Jul-03-19
698,JPN_2018_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Japan,"FAO Statistics Division",2018,2018,Jul-03-19,Jul-03-19
693,KAZ_2017_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Kazakhstan,"FAO Statistics Division",2017,2017,Jul-03-19,Jul-03-19
1430,SRB_2007_LSMS_v01_EN_M_v01_A_OCS,"Living Standards Measurement Survey 2007",Serbia,"Statistical Office of the Republic of Serbia",2007,2007,Sep-28-20,Sep-28-20
809,SRB_2018_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Serbia,"FAO Statistics Division",2018,2018,Jul-03-19,Jul-03-19
715,LTU_2018_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Lithuania,"FAO Statistics Division",2018,2018,Jul-03-19,Jul-03-19
697,KGZ_2018_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Kyrgyzstan,"FAO Statistics Division",2018,2018,Jul-03-19,Jul-03-19
1771,MWI_2010-2019_IHPS_v01_EN_M_v01_A_OCS,"Integrated Household Panel Survey, 2010-2019",Malawi,"National Statistical Office (NSO)",2010,2019,Feb-05-21,Feb-05-21
1435,ARM_2003_ISLS-W5_v01_EN_M_v01_A_OCS,"Integrated Survey of Living Standards 2003",Armenia,"National Statistical Service",2003,2003,Sep-29-20,Sep-29-20
772,NLD_2018_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Netherlands,"FAO Statistics Division",2018,2018,Jul-03-19,Jul-03-19
1433,ARM_2001_ISLS-W3_v01_EN_M_v01_A_OCS,"Integrated Survey of Living Standards 2001",Armenia,"National Statistical Service",2001,2001,Sep-29-20,Sep-29-20
870,NPL_2011-2012_NSCA_v01_EN_M_v01_A_OCS,"National Sample Census of Agriculture 2011-2012",Nepal,"Central Bureau of Statistics",2012,2012,Jul-10-19,Jul-19-19
1413,ARM_2017_ILCS_v01_EN_M_v01_A_OCS,"Integrated Living Conditions Survey 2017",Armenia,"National Statistical Service of the Republic of Armenia",2017,2017,Sep-22-20,Sep-22-20
533,AFG_2016_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Afghanistan,"FAO Statistics Division",2016,2016,Jul-03-19,Jul-03-19
547,ARG_2014_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Argentina,"FAO Statistics Division",2014,2014,Jul-03-19,Jul-03-19
1534,KGZ_1996_PMS-W1_v01_EN_M_v01_A_OCS,"Poverty Monitoring Survey 1996",Kyrgyzstan,"National Statistical Committee (NATSTATCOM)",1996,1996,Oct-22-20,Oct-22-20
531,AFG_2015_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Afghanistan,"FAO Statistics Division",2015,2015,Jul-03-19,Jul-03-19
1505,VNM_1992-1993_LSS-W1_v01_EN_M_v01_A_OCS,"Living Standards Survey 1992-1993","Viet Nam","General Statistical Office (GSO), State Planning Committee (SPC)",1992,1993,Oct-15-20,Oct-15-20
535,AFG_2014_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Afghanistan,"FAO Statistics Division",2014,2014,Jul-03-19,Jul-03-19
936,ARM_2014_AC_v01_EN_M_v01_A_OCS,"Agricultural Census 2014",Armenia,"National Statistical Service",2014,2014,Aug-29-19,Sep-11-19
1384,TZA_2016_NPS-W4_v01_EN_M_v01_A_OCS,"National Panel Survey Wave 4 - Feed the Future Interim Supplemental Survey 2016",Tanzania,"Tanzania National Bureau of Statistics",2016,2016,Sep-11-20,Sep-11-20
545,ARG_2016_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Argentina,"FAO Statistics Division",2016,2016,Jul-03-19,Jul-03-19
538,ALB_2016_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Albania,"FAO Statistics Division",2016,2016,Jul-03-19,Jul-03-19
1470,ARM_2011_ILCS_v01_EN_M_v01_A_OCS,"Integrated Living Conditions Survey 2011",Armenia,"National Statistical Service (NSS RA)",2011,2011,Oct-09-20,Oct-09-20
563,BGD_2014_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Bangladesh,"FAO Statistics Division",2014,2014,Jul-03-19,Jul-03-19
1506,TLS_2001_LSS-W1_v01_EN_M_v01_A_OCS,"Living Standards Survey 2001",Timor-Leste,"National Statistics Directorate",2001,2001,Oct-15-20,Oct-15-20
1501,KEN_2006_GEHDS-W3_v01_EN_M_v01_A_OCS,"Greater Eldoret Health and Development Survey, Wave 3, 2006",Kenya,"Markus Goldstein and Harsha Thirumurthy",2006,2006,Oct-14-20,Oct-14-20
537,ALB_2014_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Albania,"FAO Statistics Division",2014,2014,Jul-03-19,Jul-03-19
1469,GMB_2010-2011_IHS_v01_EN_M_v01_A_OCS,"Integrated Household Survey 2010-2011",Gambia,"The Gambia Bureau of Statistics",2010,2011,Oct-08-20,Nov-03-20
543,ARG_2017_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Argentina,"FAO Statistics Division",2017,2017,Jul-03-19,Jul-03-19
584,CMR_2015_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Cameroon,"FAO Statistics Division",2015,2015,Jul-03-19,Jul-03-19
568,BGR_2017_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Bulgaria,"FAO Statistics Division",2017,2017,Jul-03-19,Jul-03-19
820,VNM_2014_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)","Viet Nam","FAO Statistics Division",2014,2014,Jul-03-19,Jul-03-19
706,KMH_2015_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Cambodia,"FAO Statistics Division",2015,2015,Jul-03-19,Jul-03-19
539,ALB_2015_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Albania,"FAO Statistics Division",2015,2015,Jul-03-19,Jul-03-19
1434,ARM_2002_ISLS-W4_v01_EN_M_v01_A_OCS,"Integrated Survey of Living Standards 2002",Armenia,"National Statistical Service",2002,2002,Sep-29-20,Sep-29-20
541,ARG_2015_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Argentina,"FAO Statistics Division",2015,2015,Jul-03-19,Jul-03-19
586,CMR_2016_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Cameroon,"FAO Statistics Division",2016,2016,Jul-03-19,Jul-03-19
542,ARM_2017_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Armenia,"FAO Statistics Division",2017,2017,Jul-03-19,Jul-03-19
1414,ARM_2007-2011_WMFT_v01_EN_M_v01_A_OCS,"Water to Market Farmer Training 2007-2011",Armenia,"Mathematica Policy Research, Inc.",2007,2011,Sep-22-20,Sep-22-20
587,CMR_2014_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Cameroon,"FAO Statistics Division",2014,2014,Jul-03-19,Jul-03-19
794,RUS_2015_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)","Russian Federation","FAO Statistics Division",2015,2015,Jul-03-19,Jul-03-19
1472,ARM_2016_ILCS_v01_EN_M_v01_A_OCS,"Integrated Living Conditions Survey 2016",Armenia,"National Statistical Service (NSS RA)",2016,2016,Oct-09-20,Oct-09-20
652,GTM_2014_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Guatemala,"FAO Statistics Division",2014,2014,Jul-03-19,Jul-03-19
779,POL_2014_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Poland,"FAO Statistics Division",2014,2014,Jul-03-19,Jul-03-19
869,NPL_2001-2002_NSCA_v01_EN_M_v01_A_OCS,"National Sample Census of Agriculture 2001-2002",Nepal,"Central Bureau of Statistics",2002,2002,Jul-10-19,Jul-19-19
585,CMR_2017_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Cameroon,"FAO Statistics Division",2017,2017,Jul-03-19,Jul-03-19
1273,MLI_2017_IEFCP_v01_EN_M_v01_A_OCS,"Impact Evaluation of the FAO’s Cash(+) Project in Mali, 2017",Mali,"Silvio Daidone, Mari Kangasniemi, Thu-Hien Dao",2017,2017,Jul-16-20,Nov-19-20
641,GEO_2016_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Georgia,"FAO Statistics Division",2016,2016,Jul-03-19,Jul-03-19
859,MNG_2015_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Mongolia,"FAO Statistics Division",2015,2015,Jul-03-19,Jul-03-19
655,GRC_2014_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Greece,"FAO Statistics Division",2014,2014,Jul-03-19,Jul-03-19
645,GIN_2014_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Guinea,"FAO Statistics Division",2014,2014,Jul-03-19,Jul-03-19
941,COL_2014_CNA_v01_EN_M_v01_A_OCS,"National Agricultural Census, 2014",Colombia,"National Administrative Department of Statistics - DANE",2014,2014,Sep-18-19,Sep-19-19
867,RWA_2016_RSAS_v01_EN_M_v01_A_OCS,"Rwanda Seasonal Agriculture Survey 2016",Rwanda,"National Institute of Statistics of Rwanda",2015,2016,Jul-10-19,Jul-10-19
750,MUS_2016_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Mauritius,"FAO Statistics Division",2016,2016,Jul-03-19,Jul-03-19
1429,ZAF_2015_GHS_v01_EN_M_v01_A_OCS,"General Household Survey 2015","South Africa","Statistics South Africa",2015,2015,Sep-28-20,Sep-28-20
557,AUT_2014_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Austria,"FAO Statistics Division",2014,2014,Jul-03-19,Jul-03-19
760,NER_2015_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Niger,"FAO Statistics Division",2015,2015,Jul-03-19,Jul-03-19
552,AUS_2014_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Australia,"FAO Statistics Division",2014,2014,Jul-03-19,Jul-03-19
708,KMH_2014_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Cambodia,"FAO Statistics Division",2014,2014,Jul-03-19,Jul-03-19
797,SGP_2017_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Singapore,"FAO Statistics Division",2017,2017,Jul-03-19,Jul-03-19
775,PHL_2017_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Philippines,"FAO Statistics Division",2017,2017,Jul-03-19,Jul-03-19
566,BGR_2015_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Bulgaria,"FAO Statistics Division",2015,2015,Jul-03-19,Jul-03-19
801,RUS_2014_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)","Russian Federation","FAO Statistics Division",2014,2014,Jul-03-19,Jul-03-19
616,ESP_2016_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Spain,"FAO Statistics Division",2016,2016,Jul-03-19,Jul-03-19
646,GEO_2017_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Georgia,"FAO Statistics Division",2017,2017,Jul-03-19,Jul-03-19
735,LVA_2017_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Latvia,"FAO Statistics Division",2017,2017,Jul-03-19,Jul-03-19
828,SLV_2014_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)","El Salvador","FAO Statistics Division",2014,2014,Jul-03-19,Jul-03-19
812,VNM_2016_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)","Viet Nam","FAO Statistics Division",2016,2016,Jul-03-19,Jul-03-19
770,NPL_2014_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Nepal,"FAO Statistics Division",2014,2014,Jul-03-19,Jul-03-19
670,HUN_2014_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Hungary,"FAO Statistics Division",2014,2014,Jul-03-19,Jul-03-19
685,ISL_2016_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Iceland,"FAO Statistics Division",2016,2016,Jul-03-19,Jul-03-19
657,GRC_2016_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Greece,"FAO Statistics Division",2016,2016,Jul-03-19,Jul-03-19
851,VNM_2015_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)","Viet Nam","FAO Statistics Division",2015,2015,Jul-03-19,Jul-03-19
821,TGO_2017_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Togo,"FAO Statistics Division",2017,2017,Jul-03-19,Jul-03-19
1471,ARM_2014_ILCS_v01_EN_M_v01_A_OCS,"Integrated Living Conditions Survey 2014",Armenia,"National Statistical Service (NSS RA)",2014,2014,Oct-09-20,Oct-09-20
619,EST_2017_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Estonia,"FAO Statistics Division",2017,2017,Jul-03-19,Jul-03-19
749,NER_2016_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Niger,"FAO Statistics Division",2016,2016,Jul-03-19,Jul-03-19
606,DEU_2014_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Germany,"FAO Statistics Division",2014,2014,Jul-03-19,Jul-03-19
786,POL_2015_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Poland,"FAO Statistics Division",2015,2015,Jul-03-19,Jul-03-19
843,UKR_2016_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Ukraine,"FAO Statistics Division",2016,2016,Jul-03-19,Jul-03-19
861,UKR_2014_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Ukraine,"FAO Statistics Division",2014,2014,Jul-03-19,Jul-03-19
763,NPL_2015_FIES_v01_EN_M_v01_A_OCS,"Food Insecurity Experience Scale (FIES)",Nepal,"FAO Statistics Division",2015,2015,Jul-03-19,Jul-03-19
